1	0.0
2	2.0
3	5.0
4	7.0
5	10.0
6	8.0
7	16.0
8	20.0
9	32.0
10	30.0
11	43.0
12	37.0
13	52.0
14	62.0
15	75.0
16	79.0
17	95.0
18	118.0
19	124.0
20	113.0
21	129.0
22	160.0
23	126.0
24	162.0
25	203.0
26	216.0
27	188.0
28	227.0
29	211.0
30	258.0
31	297.0
32	307.0
33	334.0
34	323.0
35	310.0
36	341.0
37	351.0
38	387.0
39	446.0
40	430.0
41	460.0
42	461.0
43	442.0
44	502.0
45	542.0
46	530.0
47	614.0
48	548.0
49	749.0
50	683.0
51	672.0
52	656.0
53	761.0
54	736.0
55	891.0
56	769.0
57	891.0
58	1006.0
59	850.0
60	1022.0
61	1043.0
62	1017.0
63	1099.0
64	972.0
65	1184.0
66	1102.0
67	1226.0
68	1255.0
69	1187.0
70	1220.0
71	1019.0
72	1308.0
73	1345.0
74	1378.0
75	1510.0
76	1325.0
77	1666.0
78	1559.0
79	1613.0
80	1865.0
81	2065.0
82	2032.0
83	1621.0
84	1867.0
85	1930.0
86	2001.0
87	2000.0
88	1880.0
89	2012.0
90	2096.0
91	1866.0
92	2315.0
93	2239.0
94	2345.0
95	2715.0
96	2695.0
97	2237.0
98	2314.0
99	2544.0
100	2672.0
101	2491.0
102	2621.0
103	2733.0
104	2748.0
105	2696.0
106	2778.0
107	2871.0
108	3043.0
109	2980.0
110	3169.0
111	3296.0
112	3322.0
113	3302.0
114	2988.0
115	3046.0
116	3390.0
117	3333.0
118	3439.0
119	3616.0
120	3135.0
121	3699.0
122	3440.0
123	3997.0
124	4045.0
125	3714.0
126	4196.0
127	4127.0
128	3695.0
129	4064.0
130	4330.0
131	4326.0
132	4678.0
133	4941.0
134	4782.0
135	4546.0
136	4523.0
137	5050.0
138	4312.0
139	4538.0
140	5136.0
141	4969.0
142	5047.0
143	4844.0
144	5257.0
145	4814.0
146	5432.0
147	5796.0
148	5745.0
149	5826.0
150	5656.0
151	5972.0
152	5959.0
153	5697.0
154	5369.0
155	5920.0
156	6146.0
157	5904.0
158	6348.0
159	6188.0
160	6571.0
161	6763.0
162	6285.0
163	7447.0
164	7187.0
165	7099.0
166	6733.0
167	7230.0
168	7225.0
169	7075.0
170	7447.0
171	7725.0
172	7877.0
173	7197.0
174	7920.0
175	8048.0
176	7783.0
177	7924.0
178	7774.0
179	8315.0
180	8350.0
181	8031.0
182	8221.0
183	9009.0
184	8765.0
185	8476.0
186	8692.0
187	8426.0
188	8796.0
189	9721.0
190	9352.0
191	8853.0
192	9212.0
193	8191.0
194	8920.0
195	9885.0
196	9581.0
197	9565.0
198	9631.0
199	9783.0
200	10813.0
201	9974.0
202	9999.0
203	10176.0
204	10121.0
205	10015.0
206	10412.0
207	10723.0
208	10570.0
209	9952.0
210	11348.0
211	10888.0
212	11758.0
213	11587.0
214	11080.0
215	12248.0
216	12531.0
217	11724.0
218	11356.0
219	11661.0
220	11515.0
221	12819.0
222	12610.0
223	12189.0
224	13458.0
225	12851.0
226	12915.0
227	12626.0
228	13650.0
229	12663.0
230	13338.0
231	13221.0
232	13638.0
233	13858.0
234	13174.0
235	15002.0
236	15058.0
237	15022.0
238	13955.0
239	14881.0
240	14715.0
241	15360.0
242	14548.0
243	14966.0
244	13896.0
245	14926.0
246	14011.0
247	15016.0
248	14913.0
249	15439.0
250	14565.0
251	16649.0
252	15626.0
253	15930.0
254	16883.0
255	16298.0
256	16283.0
257	17157.0
258	16653.0
259	16778.0
260	17371.0
261	17501.0
262	17318.0
263	16748.0
264	17159.0
265	17247.0
266	17129.0
267	16995.0
268	17793.0
269	18085.0
270	18572.0
271	19189.0
272	18540.0
273	19475.0
274	19100.0
275	19052.0
276	18579.0
277	20161.0
278	19719.0
279	20109.0
280	19748.0
281	19951.0
282	20727.0
283	19495.0
284	20115.0
285	19908.0
286	21746.0
287	21309.0
288	22731.0
289	21490.0
290	22782.0
291	21757.0
292	20669.0
293	21942.0
294	20987.0
295	21336.0
296	22055.0
297	23107.0
298	23268.0
299	21930.0
300	22167.0
301	22351.0
302	23093.0
303	22583.0
304	22997.0
305	23534.0
306	22392.0
307	25319.0
308	24258.0
309	25566.0
310	24171.0
311	24434.0
312	24668.0
313	25362.0
314	24756.0
315	25567.0
316	23660.0
317	25605.0
318	23814.0
319	26264.0
320	24117.0
321	25846.0
322	26246.0
323	27204.0
324	26428.0
325	26365.0
326	25081.0
327	26030.0
328	28876.0
329	26891.0
330	28838.0
331	27566.0
332	28903.0
333	26050.0
334	30773.0
335	27513.0
336	28743.0
337	29121.0
338	29829.0
339	30074.0
340	27273.0
341	28750.0
342	31260.0
343	28043.0
344	29314.0
345	30118.0
346	31091.0
347	30386.0
348	30671.0
349	31585.0
350	29587.0
351	29973.0
352	30910.0
353	30998.0
354	31358.0
355	31449.0
356	30804.0
357	31458.0
358	31703.0
359	32100.0
360	33471.0
361	31746.0
362	33215.0
363	33353.0
364	34102.0
365	31190.0
366	34296.0
367	33215.0
368	33998.0
369	34773.0
370	34268.0
371	36861.0
372	33425.0
373	33223.0
374	32656.0
375	35168.0
376	35813.0
377	35260.0
378	34386.0
379	35663.0
380	36107.0
381	35478.0
382	35631.0
383	37880.0
384	36428.0
385	35483.0
386	37601.0
387	37828.0
388	35733.0
389	36624.0
390	38485.0
391	39265.0
