1	0.0
2	0.0
3	0.0
4	0.0
5	3.0
6	2.0
7	4.0
8	3.0
9	4.0
10	6.0
11	16.0
12	17.0
13	34.0
14	19.0
15	39.0
16	21.0
17	49.0
18	23.0
19	43.0
20	25.0
21	52.0
22	45.0
23	67.0
24	29.0
25	73.0
26	31.0
27	81.0
28	33.0
29	35.0
30	84.0
31	77.0
32	37.0
33	105.0
34	39.0
35	154.0
36	82.0
37	106.0
38	43.0
39	95.0
40	112.0
41	98.0
42	81.0
43	149.0
44	49.0
45	104.0
46	122.0
47	100.0
48	148.0
49	155.0
50	55.0
51	144.0
52	57.0
53	59.0
54	134.0
55	160.0
56	61.0
57	133.0
58	63.0
59	144.0
60	160.0
61	210.0
62	133.0
63	144.0
64	129.0
65	230.0
66	139.0
67	227.0
68	143.0
69	166.0
70	212.0
71	207.0
72	175.0
73	224.0
74	146.0
75	262.0
76	171.0
77	183.0
78	185.0
79	195.0
80	85.0
81	237.0
82	243.0
83	240.0
84	235.0
85	254.0
86	217.0
87	274.0
88	226.0
89	293.0
90	204.0
91	279.0
92	269.0
93	253.0
94	212.0
95	239.0
96	195.0
97	284.0
98	103.0
99	279.0
100	213.0
101	222.0
102	305.0
103	294.0
104	268.0
105	260.0
106	244.0
107	276.0
108	311.0
109	325.0
110	324.0
111	351.0
112	325.0
113	269.0
114	248.0
115	322.0
116	244.0
117	266.0
118	253.0
119	304.0
120	333.0
121	395.0
122	267.0
123	284.0
124	363.0
125	363.0
126	295.0
127	376.0
128	293.0
129	293.0
130	525.0
131	512.0
132	286.0
133	334.0
134	301.0
135	459.0
136	289.0
137	371.0
138	309.0
139	345.0
140	353.0
141	463.0
142	335.0
143	489.0
144	371.0
145	645.0
146	372.0
147	444.0
148	385.0
149	511.0
150	373.0
151	433.0
152	388.0
153	371.0
154	376.0
155	574.0
156	328.0
157	467.0
158	459.0
159	370.0
160	480.0
161	489.0
162	486.0
163	402.0
164	473.0
165	565.0
166	483.0
167	532.0
168	437.0
169	528.0
170	364.0
171	644.0
172	440.0
173	655.0
174	378.0
175	512.0
176	495.0
177	450.0
178	425.0
179	582.0
180	544.0
181	470.0
182	470.0
183	444.0
184	483.0
185	866.0
186	440.0
187	576.0
188	469.0
189	676.0
190	573.0
191	585.0
192	512.0
193	487.0
194	578.0
195	744.0
196	450.0
197	571.0
198	546.0
199	643.0
200	551.0
201	519.0
202	207.0
203	544.0
204	592.0
205	574.0
206	497.0
207	729.0
208	443.0
209	787.0
210	637.0
211	774.0
212	467.0
213	739.0
214	560.0
215	570.0
216	684.0
217	775.0
218	597.0
219	534.0
220	673.0
221	641.0
222	530.0
223	667.0
224	652.0
225	893.0
226	562.0
227	658.0
228	668.0
229	598.0
230	516.0
231	740.0
232	665.0
233	874.0
234	635.0
235	850.0
236	620.0
237	703.0
238	512.0
239	856.0
240	706.0
241	580.0
242	678.0
243	718.0
244	726.0
245	716.0
246	654.0
247	847.0
248	745.0
